MODIND,ManagedElementType,SubNetwork,ManagedElement,NE_Name,ldn,moId,userLabel,mbsSwitch,masterOperatorId,cityLabel,cellLocalId,nrCarrierGroupId,duMeMoId,nrPhysicalCellDUId,operatorPriority,plmnIdList,pciReuseLayers,pciReuseDistance,pciSectionID,sonModifyPciSwitch,longitude,latitude,azimuth,altitude,testState,reserved61,reserved62,reserved63,reserved64,reserved65,reserved66,reserved67,reserved68,reserved69,reserved70,reserved71,reserved72,reserved73,reserved74,reserved75,reserved76,reserved77,reserved78,reserved79,reserved80,reserved98,reserved99,reserved100
,ITBBU,321362,13582758,SQ5GZTB宿城_宿迁金谷花园接入网BBU5,GNBCUCPFunction=460-01_13582758，NRCellCU=3,3,SQ5GZTB宿城_宿迁黄河上院_AA_3,关闭[0],46011-13582758-3,SQ,3,3,13582758,3,0,460-01,4,3000,0,打开[1],118.2776,33.97179,240,0,正常状态[0],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,ITBBU,321362,13582653,SQ5GZTB宿城_宿迁新园小区接入网BBU2,GNBCUCPFunction=460-11_13582653，NRCellCU=2,2,SQ5GZTB宿城_宿迁新园农贸市场_AA_2,关闭[0],46011-13582653-2,SQ,2,2,13582653,2,0,460-11,4,3000,0,打开[1],118.2568,33.95745,140,0,正常状态[0],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,ITBBU,321362,13582707,SQ5GZTB宿城_宿迁双庄支局BBU14,GNBCUCPFunction=460-01_13582707，NRCellCU=1,1,SQ5GZTB宿城_宿迁新城名居1号楼_AA_1,关闭[0],46011-13582707-1,SQ,1,6,13582707,1,0,460-01,4,3000,0,打开[1],118.23571,33.950231,320,0,正常状态[0],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,ITBBU,321362,13582758,SQ5GZTB宿城_宿迁金谷花园接入网BBU5,GNBCUCPFunction=460-01_13582758，NRCellCU=2,2,SQ5GZTB宿城_宿迁黄河上院_AA_2,关闭[0],46011-13582758-2,SQ,2,2,13582758,2,0,460-01,4,3000,0,打开[1],118.2776,33.97179,130,0,正常状态[0],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,ITBBU,321362,13582613,SQ5GZTB宿城_宿迁梨园接入网BBU5,GNBCUCPFunction=460-11_13582613，NRCellCU=3,3,SQ5GZTB宿城_宿迁天赐源太阳能_AA_3,关闭[0],46011-13582613-3,SQ,3,3,13582613,3,0,460-11,4,3000,0,打开[1],118.2527,33.91903,240,49,正常状态[0],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,ITBBU,321362,13582543,SQ5GZTB宿城_宿迁上城丽景接入网BBU2,GNBCUCPFunction=460-11_13582543，NRCellCU=5,5,SQ5GZTB宿城_宿迁宿豫供电_AA_5,关闭[0],46011-13582543-5,SQ,5,2,13582543,5,0,460-11,4,3000,0,打开[1],118.305,33.96829,120,0,正常状态[0],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,ITBBU,321362,13582611,SQ5GZTB宿城_宿迁康庭名苑接入网BBU14,GNBCUCPFunction=460-01_13582611，NRCellCU=4,4,SQ5GZTB宿城_宿迁银河花园北37栋_AA_4,关闭[0],46011-13582611-4,SQ,4,6,13582611,4,0,460-01,4,3000,0,打开[1],118.2418,33.96633,0,0,正常状态[0],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,ITBBU,321362,13582527,SQ5GZTB宿城_宿迁梨园接入网BBU1,GNBCUCPFunction=460-01_13582527，NRCellCU=5,5,SQ5GZTB宿城_宿迁新上海大世界_AA_5,关闭[0],46011-13582527-5,SQ,5,2,13582527,5,0,460-01,4,3000,0,打开[1],118.2686,33.91461,130,0,正常状态[0],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,ITBBU,321362,13582584,SQ5GZTB宿城_宿迁康庭名苑接入网BBU13,GNBCUCPFunction=460-11_13582584，NRCellCU=6,6,SQ5GZTB宿城_宿迁宿城区政府_AA_6,关闭[0],46011-13582584-6,SQ,6,6,13582584,6,0,460-11,4,3000,0,打开[1],118.23707,33.96559,240,0,正常状态[0],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,ITBBU,321362,13582543,SQ5GZTB宿城_宿迁上城丽景接入网BBU2,GNBCUCPFunction=460-01_13582543，NRCellCU=2,2,SQ5GZTB宿城_宿迁箭鹿集团_AA_2,关闭[0],46011-13582543-2,SQ,2,5,13582543,2,0,460-01,4,3000,0,打开[1],118.305,33.9741,120,0,正常状态[0],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,ITBBU,321362,13582610,SQ5GZTB宿城_宿迁康庭名苑接入网BBU11,GNBCUCPFunction=460-01_13582610，NRCellCU=6,6,SQ5GZTB宿城_宿迁水木清华28栋_AA_5,关闭[0],46011-13582610-6,SQ,6,5,13582610,6,0,460-01,4,3000,0,打开[1],118.2427,33.95984,110,59,正常状态[0],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,ITBBU,321362,13582707,SQ5GZTB宿城_宿迁双庄支局BBU14,GNBCUCPFunction=460-11_13582707，NRCellCU=6,6,SQ5GZTB宿城_宿迁双庄五金汽配城_AA_6,关闭[0],46011-13582707-6,SQ,6,1,13582707,6,0,460-11,4,3000,0,打开[1],118.234932,33.940501,240,0,正常状态[0],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,ITBBU,321362,13582527,SQ5GZTB宿城_宿迁梨园接入网BBU1,GNBCUCPFunction=460-01_13582527，NRCellCU=4,4,SQ5GZTB宿城_宿迁新上海大世界_AA_4,关闭[0],46011-13582527-4,SQ,4,1,13582527,4,0,460-01,4,3000,0,打开[1],118.2686,33.91461,0,0,正常状态[0],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,ITBBU,321362,13582758,SQ5GZTB宿城_宿迁金谷花园接入网BBU5,GNBCUCPFunction=460-01_13582758，NRCellCU=4,4,SQ5GZTB宿城_宿迁黄河上院西_AA_4,关闭[0],46011-13582758-4,SQ,4,4,13582758,4,0,460-01,4,3000,0,打开[1],118.27502,33.97203,330,0,正常状态[0],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,ITBBU,321362,13582542,SQ5GZTB宿城_宿迁梨园接入网BBU4,GNBCUCPFunction=460-01_13582542，NRCellCU=1,1,SQ5GZTB宿城_宿迁南城佳苑南_AA_1,关闭[0],46011-13582542-1,SQ,1,1,13582542,1,0,460-01,4,3000,0,打开[1],118.27124,33.90209,340,0,正常状态[0],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,ITBBU,321362,13582707,SQ5GZTB宿城_宿迁双庄支局BBU14,GNBCUCPFunction=460-01_13582707，NRCellCU=3,3,SQ5GZTB宿城_宿迁新城名居1号楼_AA_3,关闭[0],46011-13582707-3,SQ,3,4,13582707,3,0,460-01,4,3000,0,打开[1],118.23571,33.950231,210,0,正常状态[0],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,ITBBU,321362,13582541,SQ5GZTB宿城_宿迁梨园接入网BBU3,GNBCUCPFunction=460-11_13582541，NRCellCU=5,5,SQ5GZTB宿城_宿迁实信集团_AA_5,关闭[0],46011-13582541-5,SQ,5,5,13582541,5,0,460-11,4,3000,0,打开[1],118.25674,33.91293,130,0,正常状态[0],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,ITBBU,321362,13582539,SQ5GZTB宿城_宿迁康庭名苑接入网BBU5,GNBCUCPFunction=460-11_13582539，NRCellCU=5,5,SQ5GZTB宿城_宿迁靳塘小区_AA_5,关闭[0],46011-13582539-5,SQ,5,5,13582539,5,0,460-11,4,3000,0,打开[1],118.2213,33.9533,110,0,正常状态[0],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,ITBBU,321362,13582797,SQ5GZTB宿城_宿迁苏州工业园接入网5GBBU4,GNBCUCPFunction=460-11_13582797，NRCellCU=2,2,SQ5GZTB宿城_宿迁苏宿工业园_AA_2,关闭[0],46011-13582797-2,SQ,2,2,13582797,2,0,460-11,4,3000,0,打开[1],118.20391,33.95168,120,0,正常状态[0],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,ITBBU,321362,13582798,SQ5GZTB宿城_宿迁幸福路局BBU6,GNBCUCPFunction=460-01_13582798，NRCellCU=5,5,SQ5GZTB宿城_宿迁上海城_AA_5,关闭[0],46011-13582798-5,SQ,5,5,13582798,5,0,460-01,4,3000,0,打开[1],118.2928,33.9534,130,0,正常状态[0],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,ITBBU,321362,13582716,SQ5GZTB宿城_宿迁苏州工业园接入网5GBBU3,GNBCUCPFunction=460-01_13582716，NRCellCU=2,2,SQ5GZTB宿城_宿迁阳光美地5栋_AA_2,关闭[0],46011-13582716-2,SQ,2,2,13582716,2,0,460-01,4,3000,0,打开[1],118.2141,33.96257,60,0,正常状态[0],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,ITBBU,321362,13582716,SQ5GZTB宿城_宿迁苏州工业园接入网5GBBU3,GNBCUCPFunction=460-11_13582716，NRCellCU=2,2,SQ5GZTB宿城_宿迁阳光美地5栋_AA_2,关闭[0],46011-13582716-2,SQ,2,2,13582716,2,0,460-11,4,3000,0,打开[1],118.2141,33.96257,60,0,正常状态[0],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,ITBBU,321362,13582608,SQ5GZTB宿城_宿迁康庭名苑接入网BBU9,GNBCUCPFunction=460-11_13582608，NRCellCU=5,5,SQ5GZTB宿城_宿迁时代名苑_AA_5,关闭[0],46011-13582608-5,SQ,5,5,13582608,5,0,460-11,4,3000,0,打开[1],118.2225,33.96014,130,0,正常状态[0],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,ITBBU,321362,13582620,SQ5GZTB宿城_宿迁苏州工业园接入网5GBBU1,GNBCUCPFunction=460-11_13582620，NRCellCU=4,4,SQ5GZTB宿城_宿迁苏苑小区_AA_4,关闭[0],46011-13582620-4,SQ,4,3,13582620,4,0,460-11,4,3000,0,打开[1],118.2163,33.96762,30,0,正常状态[0],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,ITBBU,321362,13582532,SQ5GZTB宿城_宿迁双庄支局BBU3,GNBCUCPFunction=460-01_13582532，NRCellCU=4,4,SQ5GZTB宿城_宿迁江南水岸30栋_AA_4,关闭[0],46011-13582532-4,SQ,4,4,13582532,4,0,460-01,4,3000,0,打开[1],118.228,33.952,10,0,正常状态[0],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,ITBBU,321362,13582707,SQ5GZTB宿城_宿迁双庄支局BBU14,GNBCUCPFunction=460-11_13582707，NRCellCU=3,3,SQ5GZTB宿城_宿迁新城名居1号楼_AA_3,关闭[0],46011-13582707-3,SQ,3,4,13582707,3,0,460-11,4,3000,0,打开[1],118.23571,33.950231,210,0,正常状态[0],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,ITBBU,321362,13582620,SQ5GZTB宿城_宿迁苏州工业园接入网5GBBU1,GNBCUCPFunction=460-01_13582620，NRCellCU=5,5,SQ5GZTB宿城_宿迁苏苑小区_AA_5,关闭[0],46011-13582620-5,SQ,5,2,13582620,5,0,460-01,4,3000,0,打开[1],118.2163,33.96762,150,0,正常状态[0],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,ITBBU,321362,13582538,SQ5GZTB宿城_宿迁淮海建材城接入网BBU2,GNBCUCPFunction=460-11_13582538，NRCellCU=4,4,SQ5GZTB宿城_宿迁淮海建材城_AA_4,关闭[0],46011-13582538-4,SQ,4,3,13582538,4,0,460-11,4,3000,0,打开[1],118.26506,33.89241,0,0,正常状态[0],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,ITBBU,321362,13582611,SQ5GZTB宿城_宿迁康庭名苑接入网BBU14,GNBCUCPFunction=460-01_13582611，NRCellCU=3,3,SQ5GZTB宿城_宿迁银河花园_AA_3,关闭[0],46011-13582611-3,SQ,3,3,13582611,3,0,460-01,4,3000,0,打开[1],118.2468,33.96744,240,0,正常状态[0],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,ITBBU,321362,13582613,SQ5GZTB宿城_宿迁梨园接入网BBU5,GNBCUCPFunction=460-01_13582613，NRCellCU=4,4,SQ5GZTB宿城_宿迁隆源水晶城_AA_4,关闭[0],46011-13582613-4,SQ,4,4,13582613,4,0,460-01,4,3000,0,打开[1],118.2638,33.91073,350,57,正常状态[0],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,ITBBU,321362,13582539,SQ5GZTB宿城_宿迁康庭名苑接入网BBU5,GNBCUCPFunction=460-01_13582539，NRCellCU=2,2,SQ5GZTB宿城_宿迁金佳源小区11号楼_AA_2,关闭[0],46011-13582539-2,SQ,2,2,13582539,2,0,460-01,4,3000,0,打开[1],118.2172,33.95553,120,0,正常状态[0],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,ITBBU,321362,13582539,SQ5GZTB宿城_宿迁康庭名苑接入网BBU5,GNBCUCPFunction=460-01_13582539，NRCellCU=3,3,SQ5GZTB宿城_宿迁金佳源小区11号楼_AA_3,关闭[0],46011-13582539-3,SQ,3,3,13582539,3,0,460-01,4,3000,0,打开[1],118.2172,33.95553,230,0,正常状态[0],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,ITBBU,321362,13582532,SQ5GZTB宿城_宿迁双庄支局BBU3,GNBCUCPFunction=460-11_13582532，NRCellCU=4,4,SQ5GZTB宿城_宿迁江南水岸30栋_AA_4,关闭[0],46011-13582532-4,SQ,4,4,13582532,4,0,460-11,4,3000,0,打开[1],118.228,33.952,10,0,正常状态[0],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,ITBBU,321362,13582539,SQ5GZTB宿城_宿迁康庭名苑接入网BBU5,GNBCUCPFunction=460-11_13582539，NRCellCU=1,1,SQ5GZTB宿城_宿迁金佳源小区11号楼_AA_1,关闭[0],46011-13582539-1,SQ,1,1,13582539,1,0,460-11,4,3000,0,打开[1],118.2172,33.95553,340,0,正常状态[0],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,ITBBU,321362,13582718,SQ5GZTB宿城_宿迁通城山庄接入网BBU9,GNBCUCPFunction=460-01_13582718，NRCellCU=4,4,SQ5GZTB宿城_宿迁阳光变电站_AA_4,关闭[0],46011-13582718-4,SQ,4,6,13582718,4,0,460-01,4,3000,0,打开[1],118.254023,33.939019,20,38,正常状态[0],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,ITBBU,321362,13582540,SQ5GZTB宿城_宿迁康庭名苑接入网BBU6,GNBCUCPFunction=460-11_13582540，NRCellCU=1,1,SQ5GZTB宿城_宿迁树人国际北_AA_1,关闭[0],46011-13582540-1,SQ,1,1,13582540,1,0,460-11,4,3000,0,打开[1],118.2248,33.96821,0,0,正常状态[0],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,ITBBU,321362,13582540,SQ5GZTB宿城_宿迁康庭名苑接入网BBU6,GNBCUCPFunction=460-11_13582540，NRCellCU=3,3,SQ5GZTB宿城_宿迁树人国际北_AA_3,关闭[0],46011-13582540-3,SQ,3,3,13582540,3,0,460-11,4,3000,0,打开[1],118.2248,33.96821,240,0,正常状态[0],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,ITBBU,321362,13582539,SQ5GZTB宿城_宿迁康庭名苑接入网BBU5,GNBCUCPFunction=460-11_13582539，NRCellCU=6,6,SQ5GZTB宿城_宿迁靳塘小区_AA_6,关闭[0],46011-13582539-6,SQ,6,6,13582539,6,0,460-11,4,3000,0,打开[1],118.2213,33.9533,240,0,正常状态[0],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,ITBBU,321362,13582608,SQ5GZTB宿城_宿迁康庭名苑接入网BBU9,GNBCUCPFunction=460-11_13582608，NRCellCU=4,4,SQ5GZTB宿城_宿迁时代名苑_AA_4,关闭[0],46011-13582608-4,SQ,4,6,13582608,4,0,460-11,4,3000,0,打开[1],118.2225,33.96014,20,0,正常状态[0],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,ITBBU,321362,13582716,SQ5GZTB宿城_宿迁苏州工业园接入网5GBBU3,GNBCUCPFunction=460-01_13582716，NRCellCU=3,3,SQ5GZTB宿城_宿迁阳光美地5栋_AA_3,关闭[0],46011-13582716-3,SQ,3,3,13582716,3,0,460-01,4,3000,0,打开[1],118.2141,33.96257,220,0,正常状态[0],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,ITBBU,321362,13582620,SQ5GZTB宿城_宿迁苏州工业园接入网5GBBU1,GNBCUCPFunction=460-01_13582620，NRCellCU=4,4,SQ5GZTB宿城_宿迁苏苑小区_AA_4,关闭[0],46011-13582620-4,SQ,4,3,13582620,4,0,460-01,4,3000,0,打开[1],118.2163,33.96762,30,0,正常状态[0],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,ITBBU,321362,13582707,SQ5GZTB宿城_宿迁双庄支局BBU14,GNBCUCPFunction=460-11_13582707，NRCellCU=2,2,SQ5GZTB宿城_宿迁新城名居1号楼_AA_2,关闭[0],46011-13582707-2,SQ,2,5,13582707,2,0,460-11,4,3000,0,打开[1],118.23571,33.950231,110,0,正常状态[0],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,ITBBU,321362,13582707,SQ5GZTB宿城_宿迁双庄支局BBU14,GNBCUCPFunction=460-01_13582707，NRCellCU=6,6,SQ5GZTB宿城_宿迁双庄五金汽配城_AA_6,关闭[0],46011-13582707-6,SQ,6,1,13582707,6,0,460-01,4,3000,0,打开[1],118.234932,33.940501,240,0,正常状态[0],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,ITBBU,321362,13582612,SQ5GZTB宿城_宿迁新园小区接入网BBU3,GNBCUCPFunction=460-01_13582612，NRCellCU=1,1,SQ5GZTB宿城_宿迁楚风楼_AA_1,关闭[0],46011-13582612-1,SQ,1,1,13582612,1,0,460-01,4,3000,0,打开[1],118.2548,33.96014,340,0,正常状态[0],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,ITBBU,321362,13582716,SQ5GZTB宿城_宿迁苏州工业园接入网5GBBU3,GNBCUCPFunction=460-11_13582716，NRCellCU=1,1,SQ5GZTB宿城_宿迁阳光美地5栋_AA_1,关闭[0],46011-13582716-1,SQ,1,1,13582716,1,0,460-11,4,3000,0,打开[1],118.2141,33.96257,320,0,正常状态[0],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,ITBBU,321362,13582691,SQ5GZTB宿城_宿迁双庄支局BBU9,GNBCUCPFunction=460-01_13582691，NRCellCU=6,6,SQ5GZTB宿城_宿迁新城名居8号楼_AA_6,关闭[0],46011-13582691-6,SQ,6,4,13582691,6,0,460-01,4,3000,0,打开[1],118.2358,33.94778,235,0,正常状态[0],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,ITBBU,321362,13582707,SQ5GZTB宿城_宿迁双庄支局BBU14,GNBCUCPFunction=460-11_13582707，NRCellCU=4,4,SQ5GZTB宿城_宿迁双庄五金汽配城_AA_4,关闭[0],46011-13582707-4,SQ,4,3,13582707,4,0,460-11,4,3000,0,打开[1],118.234932,33.940501,0,0,正常状态[0],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,ITBBU,321362,13582542,SQ5GZTB宿城_宿迁梨园接入网BBU4,GNBCUCPFunction=460-01_13582542，NRCellCU=3,3,SQ5GZTB宿城_宿迁南城佳苑南_AA_3,关闭[0],46011-13582542-3,SQ,3,3,13582542,3,0,460-01,4,3000,0,打开[1],118.27124,33.90209,240,0,正常状态[0],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,ITBBU,321362,13582651,SQ5GZTB宿城_宿迁梨园接入网BBU6,GNBCUCPFunction=460-01_13582651，NRCellCU=2,2,SQ5GZTB宿城_宿迁中盛塑业_AA_2,关闭[0],46011-13582651-2,SQ,2,2,13582651,2,0,460-01,4,3000,0,打开[1],118.260961,33.901851,120,0,正常状态[0],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,ITBBU,321362,13582611,SQ5GZTB宿城_宿迁康庭名苑接入网BBU14,GNBCUCPFunction=460-11_13582611，NRCellCU=1,1,SQ5GZTB宿城_宿迁银河花园_AA_1,关闭[0],46011-13582611-1,SQ,1,1,13582611,1,0,460-11,4,3000,0,打开[1],118.2468,33.96744,0,0,正常状态[0],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,ITBBU,321362,13582541,SQ5GZTB宿城_宿迁梨园接入网BBU3,GNBCUCPFunction=460-01_13582541，NRCellCU=4,4,SQ5GZTB宿城_宿迁实信集团_AA_4,关闭[0],46011-13582541-4,SQ,4,4,13582541,4,0,460-01,4,3000,0,打开[1],118.25674,33.91293,330,0,正常状态[0],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,ITBBU,321362,13582726,SQ5GZTB宿城_宿迁项里小区接入网BBU4,GNBCUCPFunction=460-01_13582726，NRCellCU=5,5,SQ5GZTB宿城_宿迁项里御景_AA_5,关闭[0],46011-13582726-5,SQ,5,4,13582726,5,0,460-01,4,3000,0,打开[1],118.2998,33.94131,320,0,正常状态[0],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,ITBBU,321362,13582528,SQ5GZTB宿城_宿迁梨园接入网BBU2,GNBCUCPFunction=460-11_13582528，NRCellCU=3,3,SQ5GZTB宿城_宿迁梨园新村_AA_3,关闭[0],46011-13582528-3,SQ,3,3,13582528,3,0,460-11,4,3000,0,打开[1],118.2732,33.90931,220,0,正常状态[0],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,ITBBU,321362,13582613,SQ5GZTB宿城_宿迁梨园接入网BBU5,GNBCUCPFunction=460-11_13582613，NRCellCU=4,4,SQ5GZTB宿城_宿迁隆源水晶城_AA_4,关闭[0],46011-13582613-4,SQ,4,4,13582613,4,0,460-11,4,3000,0,打开[1],118.2638,33.91073,350,57,正常状态[0],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,ITBBU,321362,13582718,SQ5GZTB宿城_宿迁通城山庄接入网BBU9,GNBCUCPFunction=460-01_13582718，NRCellCU=6,6,SQ5GZTB宿城_宿迁阳光变电站_AA_6,关闭[0],46011-13582718-6,SQ,6,4,13582718,6,0,460-01,4,3000,0,打开[1],118.254023,33.939019,250,38,正常状态[0],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,ITBBU,321362,13582718,SQ5GZTB宿城_宿迁通城山庄接入网BBU9,GNBCUCPFunction=460-11_13582718，NRCellCU=5,5,SQ5GZTB宿城_宿迁阳光变电站_AA_5,关闭[0],46011-13582718-5,SQ,5,5,13582718,5,0,460-11,4,3000,0,打开[1],118.254023,33.939019,120,38,正常状态[0],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,ITBBU,321362,13582758,SQ5GZTB宿城_宿迁金谷花园接入网BBU5,GNBCUCPFunction=460-11_13582758，NRCellCU=1,1,SQ5GZTB宿城_宿迁黄河上院_AA_1,关闭[0],46011-13582758-1,SQ,1,1,13582758,1,0,460-11,4,3000,0,打开[1],118.2776,33.97179,30,0,正常状态[0],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,ITBBU,321362,13582538,SQ5GZTB宿城_宿迁淮海建材城接入网BBU2,GNBCUCPFunction=460-01_13582538，NRCellCU=3,3,SQ5GZTB宿城_宿迁金才中专_AA_3,关闭[0],46011-13582538-3,SQ,3,4,13582538,3,0,460-01,4,3000,0,打开[1],118.27262,33.89612,240,0,正常状态[0],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,ITBBU,321362,13582613,SQ5GZTB宿城_宿迁梨园接入网BBU5,GNBCUCPFunction=460-11_13582613，NRCellCU=5,5,SQ5GZTB宿城_宿迁隆源水晶城_AA_5,关闭[0],46011-13582613-5,SQ,5,5,13582613,5,0,460-11,4,3000,0,打开[1],118.2638,33.91073,120,57,正常状态[0],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,ITBBU,321362,13582651,SQ5GZTB宿城_宿迁梨园接入网BBU6,GNBCUCPFunction=460-11_13582651，NRCellCU=1,1,SQ5GZTB宿城_宿迁中盛塑业_AA_1,关闭[0],46011-13582651-1,SQ,1,1,13582651,1,0,460-11,4,3000,0,打开[1],118.260961,33.901851,0,0,正常状态[0],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,ITBBU,321362,13582539,SQ5GZTB宿城_宿迁康庭名苑接入网BBU5,GNBCUCPFunction=460-01_13582539，NRCellCU=1,1,SQ5GZTB宿城_宿迁金佳源小区11号楼_AA_1,关闭[0],46011-13582539-1,SQ,1,1,13582539,1,0,460-01,4,3000,0,打开[1],118.2172,33.95553,340,0,正常状态[0],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,ITBBU,321362,13582620,SQ5GZTB宿城_宿迁苏州工业园接入网5GBBU1,GNBCUCPFunction=460-01_13582620，NRCellCU=2,2,SQ5GZTB宿城_宿迁殷庄_AA_2,关闭[0],46011-13582620-2,SQ,2,5,13582620,2,0,460-01,4,3000,0,打开[1],118.214334,33.942569,140,0,正常状态[0],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,ITBBU,321362,13582651,SQ5GZTB宿城_宿迁梨园接入网BBU6,GNBCUCPFunction=460-11_13582651，NRCellCU=5,5,SQ5GZTB宿城_宿迁梨园_AA_5,关闭[0],46011-13582651-5,SQ,5,5,13582651,5,0,460-11,4,3000,0,打开[1],118.2632,33.93285,120,0,正常状态[0],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
